message,label,category,source
"Kenya Revenue Authority Lottery: Nambari yako 0784665158 imeshinda Ksh 530,400. Wasiliana: 0787549245 haraka!",SCAM,prize_scam,synthetic_ngao_v2
"Kenya Revenue Authority Lottery: Nambari yako 0787518801 imeshinda Ksh 693,000. Wasiliana: 0741245051 haraka!",SCAM,prize_scam,synthetic_ngao_v2
"Kenya Revenue Authority Lottery: Nambari yako 0778617488 imeshinda Ksh 248,900. Wasiliana: 0717214975 haraka!",SCAM,prize_scam,synthetic_ngao_v2
"Kenya Revenue Authority Lottery: Nambari yako 0731757924 imeshinda Ksh 362,100. Wasiliana: 0767725380 haraka!",SCAM,prize_scam,synthetic_ngao_v2
"MTN Uganda: Congratulations! Your line won UGX 2,040,000. Send registration fee UGX 148,000 to claim: 0761724834",SCAM,prize_scam,synthetic_ngao_v2
"MTN Uganda: Congratulations! Your line won UGX 8,668,000. Send registration fee UGX 185,000 to claim: 0745680099",SCAM,prize_scam,synthetic_ngao_v2
"MTN Uganda: Congratulations! Your line won UGX 1,188,000. Send registration fee UGX 79,000 to claim: 0781887352",SCAM,prize_scam,synthetic_ngao_v2
"MTN Uganda: Congratulations! Your line won UGX 5,371,000. Send registration fee UGX 137,000 to claim: 0725407757",SCAM,prize_scam,synthetic_ngao_v2
"BAHATI NASIBU YA RAMADHAN: Umeshinda TZS 3,780,000 katika raffle ya kipekee. Ada ya uthibitisho TZS 30,000: 0771103402",SCAM,prize_scam,synthetic_ngao_v2
"BAHATI NASIBU YA RAMADHAN: Umeshinda TZS 4,957,000 katika raffle ya kipekee. Ada ya uthibitisho TZS 36,000: 0777898975",SCAM,prize_scam,synthetic_ngao_v2
"BAHATI NASIBU YA RAMADHAN: Umeshinda TZS 2,731,000 katika raffle ya kipekee. Ada ya uthibitisho TZS 52,000: 0724755674",SCAM,prize_scam,synthetic_ngao_v2
"BAHATI NASIBU YA RAMADHAN: Umeshinda TZS 3,222,000 katika raffle ya kipekee. Ada ya uthibitisho TZS 60,000: 0777738551",SCAM,prize_scam,synthetic_ngao_v2
"Equity Bank Tanzania: Umeshinda zawadi ya gari + TZS 4,629,000. Lipa ada ya uhamisho TZS 59,000 kwanza. 0760899550",SCAM,prize_scam,synthetic_ngao_v2
"Equity Bank Tanzania: Umeshinda zawadi ya gari + TZS 4,323,000. Lipa ada ya uhamisho TZS 84,000 kwanza. 0780100599",SCAM,prize_scam,synthetic_ngao_v2
"Equity Bank Tanzania: Umeshinda zawadi ya gari + TZS 7,906,000. Lipa ada ya uhamisho TZS 70,000 kwanza. 0775120422",SCAM,prize_scam,synthetic_ngao_v2
"Equity Bank Tanzania: Umeshinda zawadi ya gari + TZS 3,916,000. Lipa ada ya uhamisho TZS 73,000 kwanza. 0752351083",SCAM,prize_scam,synthetic_ngao_v2
"Your M-Pesa line has been selected to win Ksh 879,600. To activate prize send Ksh 17,300 to 0785182582 now!",SCAM,prize_scam,synthetic_ngao_v2
"Your M-Pesa line has been selected to win Ksh 1,061,300. To activate prize send Ksh 42,400 to 0775955662 now!",SCAM,prize_scam,synthetic_ngao_v2
"Your M-Pesa line has been selected to win Ksh 953,500. To activate prize send Ksh 43,900 to 0781903035 now!",SCAM,prize_scam,synthetic_ngao_v2
"Your M-Pesa line has been selected to win Ksh 1,324,100. To activate prize send Ksh 11,500 to 0797598369 now!",SCAM,prize_scam,synthetic_ngao_v2
"SAFARICOM PROMO: You've won a brand new iPhone 15 + Ksh 975,600. Pay courier fee Ksh 17,000 to 0733377932.",SCAM,prize_scam,synthetic_ngao_v2
"SAFARICOM PROMO: You've won a brand new iPhone 15 + Ksh 632,200. Pay courier fee Ksh 18,500 to 0767322086.",SCAM,prize_scam,synthetic_ngao_v2
"SAFARICOM PROMO: You've won a brand new iPhone 15 + Ksh 960,900. Pay courier fee Ksh 16,800 to 0737847581.",SCAM,prize_scam,synthetic_ngao_v2
"SAFARICOM PROMO: You've won a brand new iPhone 15 + Ksh 455,300. Pay courier fee Ksh 13,200 to 0798781446.",SCAM,prize_scam,synthetic_ngao_v2
"MTN PROMOTION: Your SIM won UGX 8,118,000. Contact prize agent immediately: 0769642717. Expires in 24hrs!",SCAM,prize_scam,synthetic_ngao_v2
"MTN PROMOTION: Your SIM won UGX 9,397,000. Contact prize agent immediately: 0726359947. Expires in 24hrs!",SCAM,prize_scam,synthetic_ngao_v2
"MTN PROMOTION: Your SIM won UGX 5,681,000. Contact prize agent immediately: 0719454508. Expires in 24hrs!",SCAM,prize_scam,synthetic_ngao_v2
"MTN PROMOTION: Your SIM won UGX 2,344,000. Contact prize agent immediately: 0788680828. Expires in 24hrs!",SCAM,prize_scam,synthetic_ngao_v2
"FURSA YA BITCOIN! Weka TZS 167,000 upate faida ya 100% ndani ya siku 7. Platform salama kabisa. WhatsApp: 0711174441",SCAM,crypto_scam,synthetic_ngao_v2
"FURSA YA BITCOIN! Weka TZS 412,000 upate faida ya 50% ndani ya siku 7. Platform salama kabisa. WhatsApp: 0742170674",SCAM,crypto_scam,synthetic_ngao_v2
"FURSA YA BITCOIN! Weka TZS 66,000 upate faida ya 200% ndani ya siku 7. Platform salama kabisa. WhatsApp: 0720639131",SCAM,crypto_scam,synthetic_ngao_v2
"FURSA YA BITCOIN! Weka TZS 171,000 upate faida ya 200% ndani ya siku 7. Platform salama kabisa. WhatsApp: 0798608993",SCAM,crypto_scam,synthetic_ngao_v2
"FURSA YA BITCOIN! Weka TZS 159,000 upate faida ya 100% ndani ya siku 7. Platform salama kabisa. WhatsApp: 0786704201",SCAM,crypto_scam,synthetic_ngao_v2
"Jiunge na kikundi chetu cha crypto. Watu 4072 wamefaidika. Tuma TZS 348,000 upate mara mbili wiki ijayo: 0773946721",SCAM,crypto_scam,synthetic_ngao_v2
"Jiunge na kikundi chetu cha crypto. Watu 3534 wamefaidika. Tuma TZS 294,000 upate mara mbili wiki ijayo: 0723201639",SCAM,crypto_scam,synthetic_ngao_v2
"Jiunge na kikundi chetu cha crypto. Watu 3731 wamefaidika. Tuma TZS 462,000 upate mara mbili wiki ijayo: 0767531071",SCAM,crypto_scam,synthetic_ngao_v2
"Jiunge na kikundi chetu cha crypto. Watu 4025 wamefaidika. Tuma TZS 984,000 upate mara mbili wiki ijayo: 0717806073",SCAM,crypto_scam,synthetic_ngao_v2
"Jiunge na kikundi chetu cha crypto. Watu 1006 wamefaidika. Tuma TZS 162,000 upate mara mbili wiki ijayo: 0764863587",SCAM,crypto_scam,synthetic_ngao_v2
"BITCOIN INVESTMENT: Deposit TZS 894,000 leo upate TZS 7,058,000 mwezi ujao. Hakuna hatari. Imethibitishwa. 0724360735",SCAM,crypto_scam,synthetic_ngao_v2
"BITCOIN INVESTMENT: Deposit TZS 592,000 leo upate TZS 2,058,000 mwezi ujao. Hakuna hatari. Imethibitishwa. 0781570405",SCAM,crypto_scam,synthetic_ngao_v2
"BITCOIN INVESTMENT: Deposit TZS 487,000 leo upate TZS 3,956,000 mwezi ujao. Hakuna hatari. Imethibitishwa. 0735392075",SCAM,crypto_scam,synthetic_ngao_v2
"BITCOIN INVESTMENT: Deposit TZS 1,147,000 leo upate TZS 2,546,000 mwezi ujao. Hakuna hatari. Imethibitishwa. 0720564656",SCAM,crypto_scam,synthetic_ngao_v2
"BITCOIN INVESTMENT: Deposit TZS 1,854,000 leo upate TZS 7,556,000 mwezi ujao. Hakuna hatari. Imethibitishwa. 0783202664",SCAM,crypto_scam,synthetic_ngao_v2
"Habari! Ninakufundisha kufanya TZS 603,000 kwa wiki kwa kutumia crypto. Karibu bila malipo wiki ya kwanza: 0796666847",SCAM,crypto_scam,synthetic_ngao_v2
"Habari! Ninakufundisha kufanya TZS 530,000 kwa wiki kwa kutumia crypto. Karibu bila malipo wiki ya kwanza: 0722890170",SCAM,crypto_scam,synthetic_ngao_v2
"Habari! Ninakufundisha kufanya TZS 984,000 kwa wiki kwa kutumia crypto. Karibu bila malipo wiki ya kwanza: 0733526156",SCAM,crypto_scam,synthetic_ngao_v2
"Habari! Ninakufundisha kufanya TZS 1,494,000 kwa wiki kwa kutumia crypto. Karibu bila malipo wiki ya kwanza: 0774324130",SCAM,crypto_scam,synthetic_ngao_v2
"Habari! Ninakufundisha kufanya TZS 1,321,000 kwa wiki kwa kutumia crypto. Karibu bila malipo wiki ya kwanza: 0718272634",SCAM,crypto_scam,synthetic_ngao_v2
"USDT SIGNAL GROUP: Wanachama wetu wamepata $6709 wiki hii. Jiunge sasa tuma ada TZS 30,000: 0762378085",SCAM,crypto_scam,synthetic_ngao_v2
"USDT SIGNAL GROUP: Wanachama wetu wamepata $7954 wiki hii. Jiunge sasa tuma ada TZS 66,000: 0767830429",SCAM,crypto_scam,synthetic_ngao_v2
"USDT SIGNAL GROUP: Wanachama wetu wamepata $9605 wiki hii. Jiunge sasa tuma ada TZS 92,000: 0731299122",SCAM,crypto_scam,synthetic_ngao_v2
"USDT SIGNAL GROUP: Wanachama wetu wamepata $5361 wiki hii. Jiunge sasa tuma ada TZS 57,000: 0718707314",SCAM,crypto_scam,synthetic_ngao_v2
"USDT SIGNAL GROUP: Wanachama wetu wamepata $9383 wiki hii. Jiunge sasa tuma ada TZS 37,000: 0753159942",SCAM,crypto_scam,synthetic_ngao_v2
"Mwekezaji tajiri wa Dubai anatoa fursa ya kushirikiana naye kwenye Bitcoin. Anza na TZS 125,000 upate mara 10 baada ya miezi 3. 0787599948",SCAM,crypto_scam,synthetic_ngao_v2
"Mwekezaji tajiri wa Dubai anatoa fursa ya kushirikiana naye kwenye Bitcoin. Anza na TZS 357,000 upate mara 10 baada ya miezi 3. 0780265080",SCAM,crypto_scam,synthetic_ngao_v2
"Mwekezaji tajiri wa Dubai anatoa fursa ya kushirikiana naye kwenye Bitcoin. Anza na TZS 129,000 upate mara 10 baada ya miezi 3. 0778184002",SCAM,crypto_scam,synthetic_ngao_v2
"Mwekezaji tajiri wa Dubai anatoa fursa ya kushirikiana naye kwenye Bitcoin. Anza na TZS 195,000 upate mara 10 baada ya miezi 3. 0719723939",SCAM,crypto_scam,synthetic_ngao_v2
"Mwekezaji tajiri wa Dubai anatoa fursa ya kushirikiana naye kwenye Bitcoin. Anza na TZS 134,000 upate mara 10 baada ya miezi 3. 0799346629",SCAM,crypto_scam,synthetic_ngao_v2
🚨 CRYPTO ALERT: BTC itapanda kesho. Niliambiwa na insider. Weka pesa SASA hivi. Nitakusaidia. WhatsApp: 0764225710,SCAM,crypto_scam,synthetic_ngao_v2
🚨 CRYPTO ALERT: BTC itapanda kesho. Niliambiwa na insider. Weka pesa SASA hivi. Nitakusaidia. WhatsApp: 0785358175,SCAM,crypto_scam,synthetic_ngao_v2
🚨 CRYPTO ALERT: BTC itapanda kesho. Niliambiwa na insider. Weka pesa SASA hivi. Nitakusaidia. WhatsApp: 0787723398,SCAM,crypto_scam,synthetic_ngao_v2
🚨 CRYPTO ALERT: BTC itapanda kesho. Niliambiwa na insider. Weka pesa SASA hivi. Nitakusaidia. WhatsApp: 0716749468,SCAM,crypto_scam,synthetic_ngao_v2
🚨 CRYPTO ALERT: BTC itapanda kesho. Niliambiwa na insider. Weka pesa SASA hivi. Nitakusaidia. WhatsApp: 0721539589,SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu ya crypto inalipa 26% kila siku. Weka TZS 199,000 leo. Withdrawals kila wakati. Admin: 0785648177",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu ya crypto inalipa 15% kila siku. Weka TZS 289,000 leo. Withdrawals kila wakati. Admin: 0746314181",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu ya crypto inalipa 26% kila siku. Weka TZS 233,000 leo. Withdrawals kila wakati. Admin: 0753350280",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu ya crypto inalipa 13% kila siku. Weka TZS 151,000 leo. Withdrawals kila wakati. Admin: 0727804318",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu ya crypto inalipa 25% kila siku. Weka TZS 126,000 leo. Withdrawals kila wakati. Admin: 0771431535",SCAM,crypto_scam,synthetic_ngao_v2
Binance Tanzania Partner: Anza kufanya biashara ya crypto na mtaalamu wetu. Faida guaranteed. Wasiliana: 0720109767,SCAM,crypto_scam,synthetic_ngao_v2
Binance Tanzania Partner: Anza kufanya biashara ya crypto na mtaalamu wetu. Faida guaranteed. Wasiliana: 0771751332,SCAM,crypto_scam,synthetic_ngao_v2
Binance Tanzania Partner: Anza kufanya biashara ya crypto na mtaalamu wetu. Faida guaranteed. Wasiliana: 0785204837,SCAM,crypto_scam,synthetic_ngao_v2
Binance Tanzania Partner: Anza kufanya biashara ya crypto na mtaalamu wetu. Faida guaranteed. Wasiliana: 0720663750,SCAM,crypto_scam,synthetic_ngao_v2
Binance Tanzania Partner: Anza kufanya biashara ya crypto na mtaalamu wetu. Faida guaranteed. Wasiliana: 0740630458,SCAM,crypto_scam,synthetic_ngao_v2
"FOREX & CRYPTO TRADING: Signal za kweli kutoka London. Weka Ksh 37,100 upate Ksh 317,000 wiki moja. 0757172132",SCAM,crypto_scam,synthetic_ngao_v2
"FOREX & CRYPTO TRADING: Signal za kweli kutoka London. Weka Ksh 100,000 upate Ksh 500,200 wiki moja. 0760398830",SCAM,crypto_scam,synthetic_ngao_v2
"FOREX & CRYPTO TRADING: Signal za kweli kutoka London. Weka Ksh 26,100 upate Ksh 817,900 wiki moja. 0782837715",SCAM,crypto_scam,synthetic_ngao_v2
"FOREX & CRYPTO TRADING: Signal za kweli kutoka London. Weka Ksh 40,900 upate Ksh 966,600 wiki moja. 0712800305",SCAM,crypto_scam,synthetic_ngao_v2
"FOREX & CRYPTO TRADING: Signal za kweli kutoka London. Weka Ksh 93,600 upate Ksh 590,500 wiki moja. 0797208618",SCAM,crypto_scam,synthetic_ngao_v2
ELON MUSK CRYPTO GIVEAWAY: Tuma 0.4695 BTC kwa 1877ZGciCdGVur6RH1mdGjYR15tuYqa98J upate mara mbili. Limited time!,SCAM,crypto_scam,synthetic_ngao_v2
ELON MUSK CRYPTO GIVEAWAY: Tuma 0.4496 BTC kwa 1oruDF6ntQc9vsypt2jLvospGn7srDpTJo upate mara mbili. Limited time!,SCAM,crypto_scam,synthetic_ngao_v2
ELON MUSK CRYPTO GIVEAWAY: Tuma 0.1146 BTC kwa 12CLsyHeQyYw7yBxG7SjKcWPaFi1vYikfN upate mara mbili. Limited time!,SCAM,crypto_scam,synthetic_ngao_v2
ELON MUSK CRYPTO GIVEAWAY: Tuma 0.0359 BTC kwa 1fLKriJJQQJ8RwgucJY1HRaeTSDUuoA5Wd upate mara mbili. Limited time!,SCAM,crypto_scam,synthetic_ngao_v2
ELON MUSK CRYPTO GIVEAWAY: Tuma 0.1683 BTC kwa 1pkgEC2FUr5RdChVFf1km7RBxX3FrTofzb upate mara mbili. Limited time!,SCAM,crypto_scam,synthetic_ngao_v2
Binance Anniversary: Tuma USDT 3675 kwa wallet 1ciWqYukUGFdmXdG5HGKY9Ehh4QYRCRuah upate USDT 9532 mara moja!,SCAM,crypto_scam,synthetic_ngao_v2
Binance Anniversary: Tuma USDT 3166 kwa wallet 1UwJPtqYjouVGVPfojqvyXubf5RsBGKTLt upate USDT 4658 mara moja!,SCAM,crypto_scam,synthetic_ngao_v2
Binance Anniversary: Tuma USDT 3503 kwa wallet 1F52YzMenekxC298fZDhmAck7px72KgxQi upate USDT 1344 mara moja!,SCAM,crypto_scam,synthetic_ngao_v2
Binance Anniversary: Tuma USDT 4900 kwa wallet 1hd6mrb8znMRNWLrp7xdqiSjxGoYVSjGrq upate USDT 1518 mara moja!,SCAM,crypto_scam,synthetic_ngao_v2
Binance Anniversary: Tuma USDT 2334 kwa wallet 1tFTcN2rBDoLthH1w5iVkheVn6DhJaUXRk upate USDT 5518 mara moja!,SCAM,crypto_scam,synthetic_ngao_v2
"Crypto airdrop! Tuma TZS 140,000 worth ya BTC kwa address hii upate airdrop tokens za thamani. 0771384076",SCAM,crypto_scam,synthetic_ngao_v2
"Crypto airdrop! Tuma TZS 128,000 worth ya BTC kwa address hii upate airdrop tokens za thamani. 0745341736",SCAM,crypto_scam,synthetic_ngao_v2
"Crypto airdrop! Tuma TZS 80,000 worth ya BTC kwa address hii upate airdrop tokens za thamani. 0736430876",SCAM,crypto_scam,synthetic_ngao_v2
"Crypto airdrop! Tuma TZS 80,000 worth ya BTC kwa address hii upate airdrop tokens za thamani. 0781899213",SCAM,crypto_scam,synthetic_ngao_v2
"Crypto airdrop! Tuma TZS 97,000 worth ya BTC kwa address hii upate airdrop tokens za thamani. 0736326895",SCAM,crypto_scam,synthetic_ngao_v2
"Hongera! Account yako ya crypto ina $4466. Lipa tax ya TZS 120,000 ili withdraw pesa zako. Support: 0788897135",SCAM,crypto_scam,synthetic_ngao_v2
"Hongera! Account yako ya crypto ina $4797. Lipa tax ya TZS 122,000 ili withdraw pesa zako. Support: 0723973074",SCAM,crypto_scam,synthetic_ngao_v2
"Hongera! Account yako ya crypto ina $2090. Lipa tax ya TZS 125,000 ili withdraw pesa zako. Support: 0742478411",SCAM,crypto_scam,synthetic_ngao_v2
"Hongera! Account yako ya crypto ina $1969. Lipa tax ya TZS 127,000 ili withdraw pesa zako. Support: 0712842411",SCAM,crypto_scam,synthetic_ngao_v2
"Hongera! Account yako ya crypto ina $4875. Lipa tax ya TZS 82,000 ili withdraw pesa zako. Support: 0748147726",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu imekataa withdrawal yako. Lipa verification fee TZS 36,000 ili kufungua akaunti. Admin: 0783406327",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu imekataa withdrawal yako. Lipa verification fee TZS 46,000 ili kufungua akaunti. Admin: 0794889359",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu imekataa withdrawal yako. Lipa verification fee TZS 92,000 ili kufungua akaunti. Admin: 0724112861",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu imekataa withdrawal yako. Lipa verification fee TZS 66,000 ili kufungua akaunti. Admin: 0773601968",SCAM,crypto_scam,synthetic_ngao_v2
"Platform yetu imekataa withdrawal yako. Lipa verification fee TZS 86,000 ili kufungua akaunti. Admin: 0756293319",SCAM,crypto_scam,synthetic_ngao_v2
"CRYPTO WALLET ALERT: Akaunti yako ina 470 USDT. Thibitisha identity yako utume TZS 36,000 refundable fee: 0774219629",SCAM,crypto_scam,synthetic_ngao_v2
"CRYPTO WALLET ALERT: Akaunti yako ina 585 USDT. Thibitisha identity yako utume TZS 45,000 refundable fee: 0775177680",SCAM,crypto_scam,synthetic_ngao_v2
"CRYPTO WALLET ALERT: Akaunti yako ina 4776 USDT. Thibitisha identity yako utume TZS 60,000 refundable fee: 0717259097",SCAM,crypto_scam,synthetic_ngao_v2
"CRYPTO WALLET ALERT: Akaunti yako ina 1272 USDT. Thibitisha identity yako utume TZS 71,000 refundable fee: 0785418594",SCAM,crypto_scam,synthetic_ngao_v2
"CRYPTO WALLET ALERT: Akaunti yako ina 747 USDT. Thibitisha identity yako utume TZS 35,000 refundable fee: 0726685181",SCAM,crypto_scam,synthetic_ngao_v2
"Natafuta watu 18 wa kufanya kazi ya kutuma crypto transactions kwa TZS 315,000 kwa siku. Jiandikishe: 0779498855",SCAM,crypto_scam,synthetic_ngao_v2
"Natafuta watu 19 wa kufanya kazi ya kutuma crypto transactions kwa TZS 426,000 kwa siku. Jiandikishe: 0751717113",SCAM,crypto_scam,synthetic_ngao_v2
"Natafuta watu 18 wa kufanya kazi ya kutuma crypto transactions kwa TZS 356,000 kwa siku. Jiandikishe: 0785751194",SCAM,crypto_scam,synthetic_ngao_v2
"Natafuta watu 6 wa kufanya kazi ya kutuma crypto transactions kwa TZS 250,000 kwa siku. Jiandikishe: 0738755900",SCAM,crypto_scam,synthetic_ngao_v2
"Natafuta watu 11 wa kufanya kazi ya kutuma crypto transactions kwa TZS 335,000 kwa siku. Jiandikishe: 0797185131",SCAM,crypto_scam,synthetic_ngao_v2
COPY TRADING: Weka pesa zako kwenye account yangu ya Binance. Nitafanya trading. Mgawanyo: 50/50 ya faida. 0732351516,SCAM,crypto_scam,synthetic_ngao_v2
COPY TRADING: Weka pesa zako kwenye account yangu ya Binance. Nitafanya trading. Mgawanyo: 50/50 ya faida. 0734678805,SCAM,crypto_scam,synthetic_ngao_v2
COPY TRADING: Weka pesa zako kwenye account yangu ya Binance. Nitafanya trading. Mgawanyo: 50/50 ya faida. 0720264136,SCAM,crypto_scam,synthetic_ngao_v2
COPY TRADING: Weka pesa zako kwenye account yangu ya Binance. Nitafanya trading. Mgawanyo: 50/50 ya faida. 0711528361,SCAM,crypto_scam,synthetic_ngao_v2
COPY TRADING: Weka pesa zako kwenye account yangu ya Binance. Nitafanya trading. Mgawanyo: 50/50 ya faida. 0770822858,SCAM,crypto_scam,synthetic_ngao_v2
"NFT PROJECT LAUNCH: Nunua NFT zetu za awali kwa TZS 202,000 kila moja. Thamani itapanda mara 100x! Mint: 0773405407",SCAM,crypto_scam,synthetic_ngao_v2
"NFT PROJECT LAUNCH: Nunua NFT zetu za awali kwa TZS 58,000 kila moja. Thamani itapanda mara 100x! Mint: 0742402099",SCAM,crypto_scam,synthetic_ngao_v2
"NFT PROJECT LAUNCH: Nunua NFT zetu za awali kwa TZS 230,000 kila moja. Thamani itapanda mara 100x! Mint: 0749837135",SCAM,crypto_scam,synthetic_ngao_v2
"NFT PROJECT LAUNCH: Nunua NFT zetu za awali kwa TZS 270,000 kila moja. Thamani itapanda mara 100x! Mint: 0771174637",SCAM,crypto_scam,synthetic_ngao_v2
"NFT PROJECT LAUNCH: Nunua NFT zetu za awali kwa TZS 225,000 kila moja. Thamani itapanda mara 100x! Mint: 0742377405",SCAM,crypto_scam,synthetic_ngao_v2
